facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
innisfail health centre,160,general,Hospitals,Public Health Agency of Canada,,5023,42 st,T4G1A9,innisfail,ab,5023 - 42nd st. innisfail ab t4g 1a9,Innisfail,4808008,48,52.019015,-113.9514399
intercare corporate group inc. — brentwood care centre,161,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2N3Y6,calgary,ab,,Calgary,,48,,
intercare corporate group inc. — chinook care centre,162,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2V4Y8,calgary,ab,,Calgary,,48,,
intercare corporate group inc. — southwood care centre,163,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2H1M9,calgary,ab,,Calgary,,48,,
jack ady cancer centre,164,,Hospitals,Province of Alberta,,960,19 street,T1J1W5,lethbridge,ab,"960 - 19th street, lethbridge, alberta, t1j 1w5",Lethbridge,4802012,48,49.68488,-112.814734
jasper (seton) healthcare centre,165,general,Hospitals,Public Health Agency of Canada,,518,robson st,T0E1E0,jasper,ab,518 robson st. jasper ab t0e 1e0,Jasper,4815033,48,52.876107,-118.084299
kensington clinic,166,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T2N0T3,calgary,ab,,Calgary,,48,,
killam general hospital,167,general,Hospitals,Public Health Agency of Canada,,5203,49 ave,T0B2L0,killam,ab,5203 - 49 ave. killam ab t0b 2l0,Killam,4807042,48,52.788934,-111.859543
killam health care centre,168,,Hospitals,Province of Alberta,,5203,49 avenue,T0B2L0,killam,ab,"5203 – 49 avenue, box 40 killam, alberta, t0b 2l0",Killam,4807042,48,52.789351,-111.85897
kingsway oral & maxillofacial surgery edmonton office,169,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T5M3Z7,edmonton,ab,,Edmonton,,48,,
kingsway oral & maxillofacial surgery grande prairie office,170,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T8V0Z8,grande prairie,ab,,Grande Prairie,,48,,
la crete continuing care centre,171,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0H2H0,la crete,ab,,,,48,,
la crete health centre,172,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T0H2H0,la crete,ab,,,,48,,
lac la biche healthcare centre,173,general,Hospitals,Public Health Agency of Canada,,9110,93 st,T0A2C0,lac la biche,ab,9110 - 93 st. lac la biche ab t0a 2c0,Lac la Biche County,4812037,48,54.764751,-111.964494
lacombe hospital & care centre,174,general,Hospitals,Public Health Agency of Canada,,5430,47 ave,T4L1G8,lacombe,ab,5430 - 47th ave. lacombe ab t4l 1g8,Lacombe,4808031,48,52.4606766,-113.7411041
lamont health care centre,175,general,Hospitals,Public Health Agency of Canada,,5216,53 st,T0B2R0,lamont,ab,5216 - 53rd st. lamont ab t0b 2r0,Lamont,4810064,48,53.762612,-112.788581
lasik md oliver village and cataract md edmonton,176,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T5K2X4,edmonton,ab,,Edmonton,,48,,
leduc community hospital,177,general,Hospitals,Public Health Agency of Canada,,4210,48 st,T9E5Z3,leduc,ab,4210 - 48th st. leduc ab t9e 5z3,Leduc,4811016,48,53.2548359,-113.5453314
little bow continuing care centre,178,extended care,Hospitals,Public Health Agency of Canada,,316,armstrong st,T0L0N0,carmangay,ab,316 armstrong st. carmangay ab t0l 0n0,Carmangay,4805002,48,50.124098,-113.108947
lloydminster continuing care centre,179,,Nursing and residential care facilities,Saskatchewan Health Authorities,,7402,29 street,T9V3N1,lloydminster,ab,"7402 - 29 street lloydminster, ab t9v 3n1",Lloydminster (Part),4810039,48,53.274952,-110.017784
magrath community health site,180,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T0K1J0,magrath,ab,,Magrath,,48,,
mahogany oral and maxillofacial surgery,181,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T3M2P8,calgary,ab,,Calgary,,48,,
manning community health centre,182,general,Hospitals,Public Health Agency of Canada,,600,2 st ne,T0H2M0,manning,ab,600 - 2nd st. n.e. manning ab t0h 2m0,Manning,4817078,48,56.9279959,-117.621417
mannville care centre,183,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,T0B2W0,mannville,ab,,Mannville,,48,,
manoir du lac,184,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0H2L0,mclennan,ab,,McLennan,,48,,
margery e. yuill cancer centre,185,,Hospitals,Province of Alberta,,,666-5 street sw,T1A4H6,medicine hat,ab,"666-5th street s.w., medicine hat, alberta, t1a 4h6",Medicine Hat,4801006,48,50.03456,-110.70232
masterpiece southland meadows,186,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T1B0B9,medicine hat,ab,,Medicine Hat,,48,,
mayerthorpe health care centre,187,general,Hospitals,Public Health Agency of Canada,,4706,54 st,T0E1N0,mayerthorpe,ab,4706 - 54th st. mayerthorpe ab t0e 1n0,Mayerthorpe,4813002,48,53.952194,-115.1472169
mazankowski alberta heart institute,188,cardiology,Hospitals,Public Health Agency of Canada,,11220,83 ave nw,T6G2B7,edmonton,ab,11220 83 ave nw edmonton ab t6g 2b7,Edmonton,4811061,48,53.520191,-113.522727
medicine hat regional hospital,189,general,Hospitals,Public Health Agency of Canada,,666,5 st sw,T1A4H6,medicine hat,ab,666 - 5th st. s.w. medicine hat ab t1a 4h6,Medicine Hat,4801006,48,50.034733,-110.702725
milk river health centre,190,general,Hospitals,Public Health Agency of Canada,,517,centre ave e,T0K1M0,milk river,ab,517 centre ave. e. milk river ab t0k 1m0,Milk River,4802004,48,49.148256,-112.0763544
mineral springs hospital,191,extended care,Hospitals,Public Health Agency of Canada,,305,lynx st,T1L1H7,banff,ab,305 lynx st. banff ab t1l 1h7,Banff,4815035,48,51.1791402,-115.5746754
misericordia community hospital,192,general,Hospitals,Public Health Agency of Canada,,16940,87 ave,T5R4H5,edmonton,ab,16940 - 87th ave. edmonton ab t5r 4h5,Edmonton,4811061,48,53.5210277,-113.6123197
myrnam health centre,193,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T0B3K0,myrnham,ab,,,,48,,
northeast community health centre,194,general,Hospitals,Public Health Agency of Canada,,14007,50 st,T5A5E4,edmonton,ab,14007 - 50 st. edmonton ab t5a 5e4,Edmonton,4811061,48,53.604272,-113.417472
northern lights regional health centre,195,general,Hospitals,Public Health Agency of Canada,,7,hospital st,T9H1P2,fort mcmurray,ab,7 hospital st. fort mcmurray ab t9h 1p2,Wood Buffalo,4816037,48,56.7163523,-111.3622389
northwest health centre,196,general,Hospitals,Public Health Agency of Canada,,11202,100 ave,T0H1Z0,high level,ab,11202-100 ave. high level ab t0h 1z0,High Level,4817093,48,58.5135257,-117.1621529
oilfields general hospital,197,general,Hospitals,Public Health Agency of Canada,,717,government rd,T0L0H0,black diamond,ab,717 government rd. black diamond ab t0l 0h0,Black Diamond,4806011,48,50.6780144,-114.2344127
okotoks health and wellness centre,198,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T1S2E9,okotoks,ab,,Okotoks,,48,,
olds hospital & care centre,199,general,Hospitals,Public Health Agency of Canada,,3901,57 ave,T4H1T4,olds,ab,3901 - 57th ave. olds ab t4h 1t4,Olds,4806034,48,51.8013128,-114.1178349
our lady of the rosary hospital,200,,Hospitals,Province of Alberta,,5402,47 street,T0C0X0,castor,ab,"5402 – 47 street, castor, alberta, t0c 0x0",Castor,4807014,48,52.2233878,-111.9068537
park place seniors living inc. — benevolence care centre,201,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5P3S7,edmonton,ab,,Edmonton,,48,,
park place seniors living inc. — devonshire care centre,202,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6R3H2,edmonton,ab,,Edmonton,,48,,
park place seniors living inc. — generations,203,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3N1S3,calgary,ab,,Calgary,,48,,
park place seniors living inc. — hardisty care centre,204,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6A0H5,edmonton,ab,,Edmonton,,48,,
park place seniors living inc. — newport harbour care centre,205,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3K6B4,calgary,ab,,Calgary,,48,,
park place seniors living inc. — river ridge seniors village,206,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T1A8V1,medicine hat,ab,,Medicine Hat,,48,,
peace river community cancer centre,207,,Hospitals,Province of Alberta,,10101,68 street,T8S1T6,peace river,ab,"10101 – 68 street peace river, alberta, t8s 1t6",Peace River,4819038,48,56.23018745,-117.3536897
peace river community health centre,208,general,Hospitals,Public Health Agency of Canada,,10101,68 st,T8S1T6,peace river,ab,10101 - 68 st. peace river ab t8s 1t6,Peace River,,48,56.231053,117.354442
peter lougheed centre,209,general,Hospitals,Public Health Agency of Canada,,3500,26 ave ne,T1Y6J4,calgary,ab,3500 - 26th ave. n.e. calgary ab t1y 6j4,Calgary,4806016,48,51.078059,-113.98295
pincher creek health centre,210,general,Hospitals,Public Health Agency of Canada,,1222,mill ave,T0K1W0,pincher creek,ab,1222 mill ave. pincher creek ab t0k 1w0,Pincher Creek,4803014,48,49.493452,-113.946935
piyami health centre,211,extended care,Hospitals,Public Health Agency of Canada,,301a,rogers ave,T0K1V0,picture butte,ab,301a rogers ave. picture butte ab t0k 1v0,Picture Butte,4802018,48,49.8731985,-112.7773122
plastic & cosmetic laser surgical centre,212,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T5R5W9,edmonton,ab,,Edmonton,,48,,
points west living grande prairie,213,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T8V3G9,grande prairie,ab,,Grande Prairie,,48,,
ponoka hospital and care centre,214,general,Hospitals,Public Health Agency of Canada,,5800,57 ave,T4J1P1,ponoka,ab,5800 - 57th ave. ponoka ab t4j 1p1,Ponoka,4808039,48,52.684724,-113.589511
provost health centre,215,general,Hospitals,Public Health Agency of Canada,,5002,54 ave,T0B3S0,provost,ab,5002 - 54th ave. provost ab t0b 3s0,Provost,,48,52.357969,110.26484
qualicare ltd. — citadel care centre,216,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T8N7K8,st albert,ab,,St. Albert,,48,,
qualicare ltd. — jubilee lodge nursing home,217,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6A3A8,edmonton,ab,,Edmonton,,48,,
qualicare ltd. — northcott care centre,218,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4J1P4,ponoka,ab,,Ponoka,,48,,
qualicare ltd. — rivercrest care centre,219,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T8L2A5,fort saskatchewan,ab,,Fort Saskatchewan,,48,,
queen elizabeth ii hospital,220,general,Hospitals,Public Health Agency of Canada,,10409,98 st,T8V2E8,grande prairie,ab,10409 - 98th st. grande prairie ab t8v 2e8,Grande Prairie,4819012,48,55.1752923,-118.786568
radway continuing care centre,221,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0A2V0,radway,ab,,,,48,,
rainbow lake health centre,222,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T0H2Y0,rainbow lake,ab,,Rainbow Lake,,48,,
raymond health centre,223,general,Hospitals,Public Health Agency of Canada,,150,n 4 st e,T0K2S0,raymond,ab,150 n. - 4th st. e. raymond ab t0k 2s0,Raymond,4802008,48,49.4647002,-112.650584
red deer regional hospital centre,224,general,Hospitals,Public Health Agency of Canada,,3942,50a ave,T4N6R2,red deer,ab,3942 - 50a ave. red deer ab t4n 6r2,Red Deer,4808011,48,52.2607786,-113.818671
redwater health centre,225,general,Hospitals,Public Health Agency of Canada,,4812,58 st,T0A2W0,redwater,ab,4812 - 58 st. redwater ab t0a 2w0,Redwater,4811065,48,53.9495991,-113.1255813
remington laser dermatology centre,226,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2H2H8,calgary,ab,,Calgary,,48,,
renew oral and facial surgical centre,227,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T6G1B9,edmonton,ab,,Edmonton,,48,,
retirement concepts — millrise place,228,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2Y5B9,calgary,ab,,Calgary,,48,,
revera inc. — bow crest care centre,229,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3B0C7,calgary,ab,,Calgary,,48,,
revera inc. — jasper place,230,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5R2V6,edmonton,ab,,Edmonton,,48,,
revera inc. — mckenzie towne care centre,231,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2Z4G4,calgary,ab,,Calgary,,48,,
revera inc. — miller crossing,232,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5A5J4,edmonton,ab,,Edmonton,,48,,
revera inc. — mount royal care centre,233,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2T3C2,calgary,ab,,Calgary,,48,,
revera inc. — riverview,234,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T1A4C2,medicine hat,ab,,Medicine Hat,,48,,
revera inc. — south terrace continuing care centre,235,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6H3J4,edmonton,ab,,Edmonton,,48,,
richmond road diagnostic & treatment centre,236,,Hospitals,Province of Alberta,,1820,richmond road sw,T2T5C7,calgary,ab,"1820 richmond road sw calgary, alberta, t2t 5c7",Calgary,4806016,48,51.035999,-114.110878
rimbey hospital & care centre,237,general,Hospitals,Public Health Agency of Canada,,5228,50 ave,T0C2J0,rimbey,ab,5228 - 50th ave. rimbey ab t0c 2j0,Rimbey,4808044,48,52.6396975,-114.2459585
riverview surgical centre,238,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T3B2E7,calgary,ab,,Calgary,,48,,
rocky mountain house health centre,239,general,Hospitals,Public Health Agency of Canada,,5016,52 ave,T4T1T2,rocky mountain house,ab,5016 - 52nd ave. rocky mountain house ab t4t 1t2,Rocky Mountain House,4809015,48,52.3785683,-114.920205
rocky mountain surgery centre inc.,240,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2X1P1,calgary,ab,,Calgary,,48,,
rockyview general hospital,241,general,Hospitals,Public Health Agency of Canada,,7007,14 st sw,T2V1P9,calgary,ab,7007 - 14th st. s.w. calgary ab t2v 1p9,Calgary,4806016,48,50.9898221,-114.096632
rockyview surgical centre,242,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2V4R6,calgary,ab,,Calgary,,48,,
royal alexandra hospital,243,general,Hospitals,Public Health Agency of Canada,,10240,kingsway ave,T5H3V9,edmonton,ab,10240 kingsway ave. edmonton ab t5h 3v9,Edmonton,4811061,48,53.5573875,-113.497772
royal view surgi-centre,244,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T3E7E6,calgary,ab,,Calgary,,48,,
sacred heart community health centre,245,general,Hospitals,Public Health Agency of Canada,,350,3 ave,T0H2L0,mclennan,ab,350 - 3rd ave. mclennan ab t0h 2l0,McLennan,4819042,48,55.710475,-116.914218
