"Index","Facility_Name","Source_Facility_Type","ODCAF_Facility_Type","Provider","Unit","Street_No","Street_Name","Postal_Code","City","Prov_Terr","Source_Format_Address","CSD_Name","CSDUID","PRUID","Latitude","Longitude"
951,"bibliothèque ritchot library",,"library or archives","government of manitoba",,,"310b rd","r0a0t1","ile des chênes","mb","310b lamoureux rd","Ritchot","4602075","46",49.704312,-96.98165
952,"bibliothèque robert-bourassa","bibliothèque","library or archives","montréal",,41,"saint-just avenue","h2v4t7","montréal","qc","41, avenue saint-just","Montréal","2466023","24",45.517746,-73.6085011
954,"bibliothèque robert-lussier",,"library or archives","city of repentigny",,1,"d'évry place",,"repentigny","qc","1 place d'évry, repentigny","Repentigny","2460013","24",45.74111395,-73.45190924
957,"bibliothèque saint-albert","bibliothèques","library or archives","québec city",,,,,"québec city","qc",,"Québec","2423027","24",46.83552711,-71.24348208
958,"bibliothèque saint-andré","bibliothèques","library or archives","québec city",,,,,"québec city","qc",,"Québec","2423027","24",46.8580797,-71.33611446
959,"bibliothèque saint-charles","bibliothèques","library or archives","québec city",,,,,"québec city","qc",,"Québec","2423027","24",46.82373476,-71.22426755
960,"bibliothèque saint-joachim library",,"library or archives","government of manitoba",,29,"normandeau bay","r0a0w0","la broquerie","mb","29 normandeau bay","La Broquerie","4602053","46",49.525396,-96.507532
961,"bibliothèque saul-bellow","bibliothèque","library or archives","montréal",,800,"rue sherbrooke","h8s1h2","lachine","qc","800, rue sherbrooke","Montréal","2466023","24",45.4449735,-73.6709621
963,"bibliothèque st. claude library",,"library or archives","government of manitoba",,50,"first st","r0g1z0","saint claude","mb","50 first st","Grey","4609018","46",49.657877,-98.345704
964,"bibliothèque ste anne library",,"library or archives","government of manitoba",,16,"rue de-l'église","r5h1h8","sainte anne","mb","16 rue de l'église","Ste. Anne","4602061","46",49.669752,-96.64529
966,"bibliothèque taché library",,"library or archives","government of manitoba",,1082,"dawson rd","r5k0s8","lorette","mb","1082 dawson rd","Taché","4602069","46",49.744165,-96.882494
967,"bibliothèque yves-ryan","bibliothèque","library or archives","montréal",,4740,"rue de-charleroi","h1h1v2","montréal","qc","4740, rue de charleroi","Montréal","2466023","24",45.5965109,-73.6314167
969,"bibliothèque yves-thériault","lieu public - ville de laval","library or archives","city of laval",,,,"h7x1g1","laval","qc",,"Laval","2465005","24",,
970,"bibliotheque - claude-henri-grignon","bibliotheque","library or archives","city of longeueil",,,,,"longeueil","qc",,"Longueuil","2458227","24",45.52311085,-73.49399628
971,"bibliotheque - fatima","bibliotheque","library or archives","city of longeueil",,,,,"longeueil","qc",,"Longueuil","2458227","24",45.57299863,-73.48020232
976,"bibliotheque - raymond-lévesque","bibliotheque","library or archives","city of longeueil",,,,,"longeueil","qc",,"Longueuil","2458227","24",45.49091922,-73.40246443
977,"bibliotheque émile-nelligan","municipale","library or archives","bibliotheque et archives nationales du québec",,325,"boul cartier","h7n2j5","saint-telesphore","qc","325, boul. cartier","Laval","2465005","24",45.5521605,-73.7079044
978,"bibliothèque adolphe-basile-routhier","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,400,"rue principale","g0t1v0","montréal","qc","400, rue principale","Saint-Irénée","2415005","24",47.5733776,-70.2097644
979,"bibliothèque adrien-lambert (saint-janvier-de-joly)","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,729,"rue des-loisirs","g0s1m0","montréal","qc","729, rue des loisirs","Saint-Janvier-de-Joly","2433065","24",46.4846964,-71.6642259
980,"bibliotheque alain-grandbois","municipale","library or archives","bibliotheque et archives nationales du québec",,160,"rue jean","g3a2p1","montréal","qc","160, rue jean-juneau","Saint-Augustin-de-Desmaures","2423072","24",46.7407419,-71.452352
981,"bibliotheque albert-rousseau","municipale","library or archives","bibliotheque et archives nationales du québec",,711,"albert avenue","g6j1z7","montréal","qc","711, avenue albert-rousseau","Lévis","2425213","24",46.654707,-71.3129034
982,"bibliotheque alcide-fleury","municipale","library or archives","bibliotheque et archives nationales du québec",,841,"boul des-bois sud","g6p5w3","montréal","qc","841, boul. des bois-francs sud","Victoriaville","2439062","24",46.0408207,-71.9205307
983,"bibliotheque alice-quintal","municipale","library or archives","bibliotheque et archives nationales du québec",,3643,"rue queen","j0k1s0","montréal","qc","3643, rue queen","Rawdon","2462037","24",46.0423904,-73.7073357
985,"bibliothèque allison-aubut (perce)","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,1062,"route 132 est","g0c1a0","montréal","qc","1062, route 132 est","Percé","2402005","24",48.5243003,-64.2127129
986,"bibliothèque alma-bourget-costicella (gaspe)","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,10,"carter côte","g4x1v2","montréal","qc","10, côte carter","Gaspé","2403005","24",48.8290588,-64.4837042
987,"bibliothèque alphonse-pare","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,9336,"royale avenue","g0a3c0","montréal","qc","9336, avenue royale","Sainte-Anne-de-Beaupré","2421030","24",47.0162975,-70.9474296
988,"bibliotheque anne-marie-filteau","municipale","library or archives","bibliotheque et archives nationales du québec",,220,"du-pont route","g7a2t7","montréal","qc","220, route du pont","Lévis","2425213","24",46.735722,-71.2939998
989,"bibliotheque annie-st-arneault","municipale","library or archives","bibliotheque et archives nationales du québec",,575,"rue st-eugene","g9x2t5","montréal","qc","575, rue st-eugene","La Tuque","2490012","24",47.4386247,-72.7811658
990,"bibliotheque armand-frappier","municipale","library or archives","bibliotheque et archives nationales du québec",,80,"rue saint-thomas","j6t4j7","montréal","qc","80, rue saint-thomas","Salaberry-de-Valleyfield","2470052","24",45.2537801,-74.1323685
991,"bibliothèque au fil des mots","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,41,"rue caron","g0a3g0","montréal","qc","41, rue caron","Saint-Basile","2434038","24",46.7561968,-71.826268
992,"bibliothèque au fil des pages (lotbiniere)","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,30,"rue joly","g0s1s0","montréal","qc","30, rue joly, local 100","Lotbinière","2433115","24",46.6165585,-71.937368
993,"bibliotheque au jardin des livres","municipale","library or archives","bibliotheque et archives nationales du québec",,94,"rue principale","g0s2e0","montréal","qc","94, rue principale, suite 102","Saint-Apollinaire","2433090","24",46.6161181,-71.509224
994,"bibliotheque auguste-honore-gosselin","municipale","library or archives","bibliotheque et archives nationales du québec",,41,"rue du-collège","g3h3a4","montréal","qc","41, rue du collège","Pont-Rouge","2434017","24",46.7524508,-71.6948414
995,"bibliothèque aux quatre vents","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",1,247,"chemin principal","g0a3v0","montréal","qc","247, chemin principal, local 1","Saint-Hilarion","2416050","24",47.5733857,-70.401014
996,"bibliothèque aux sources","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,33,"rue de-l'église","g0a3r0","montréal","qc","33, rue de l'église","Saint-Ferréol-les-Neiges","2421010","24",47.1180503,-70.8603207
998,"bibliothèque bibli-aulnaies (saint-roch-des-aulnaies)","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,1028,"de-la-seigneurie","g0r4e0","montréal","qc","1028, de la seigneurie","Saint-Roch-des-Aulnaies","2417065","24",47.3087146,-70.1824533
999,"bibliothèque biblio du centenaire (saint-neree)","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,2139,"principale route","g0r3v0","montréal","qc","2139, route principale","Saint-Nérée-de-Bellechasse","2419045","24",46.7256348,-70.7217144
1000,"bibliothèque biblio luc-lacourciere (saint-victor)","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,287,"rue marchand","g0m2b0","montréal","qc","287, rue marchand","Saint-Victor","2427008","24",46.1459468,-70.9032948
1001,"bibliothèque biblio-culture","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec","b",116,"rue de-la fabrique","g0r3j0","montréal","qc","116-b, rue de la fabrique","Saint-Lazare-de-Bellechasse","2419050","24",46.6564263,-70.7980097
1002,"bibliothèque bibliomagie (saint-jean-de-brebeuf)","affiliée au réseau biblio","library or archives","bibliotheque et archives nationales du québec",,844,"rue de-l'église","g6g0a1","montréal","qc","844, rue de l'église","Saint-Jean-de-Brébeuf","2431100","24",46.1831375,-71.4570349
1003,"bibliotheque blanche-lamontagne","municipale","library or archives","bibliotheque et archives nationales du québec",,120,"rue 7e ouest","g0e2g0","montréal","qc","120, 7e rue ouest","Sainte-Anne-des-Monts","2404037","24",49.1235033,-66.4911351
