facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
Menno Place - Menno Home,1134,,Nursing and residential care facilities,Province of British Columbia,,32910,brundige ave,V2S 1N2,abbotsford,bc,32910 brundige ave abbotsford bc v2s 1n2,Abbotsford,5909052,59,49.03968,-122.311293
Mentmore,1137,,Nursing and residential care facilities,Province of British Columbia,,523,mentmore st,V3J 4P5,coquitlam,bc,523 mentmore st coquitlam bc v3j 4p5,Coquitlam,5915034,59,49.2503872,-122.8702195
Mercy Canada,1138,,Nursing and residential care facilities,Province of British Columbia,,19465,16 ave,V3Z 9V2,surrey,bc,19465 16th ave surrey bc v3z 9v2,Surrey,5915004,59,49.032142,-122.684235
Mercy Medical Clinic,1139,,Ambulatory health care services,Province of British Columbia,,7155,120 street,V4E 2B1,delta,bc,7155 120th street delta bc v4e 2b1,Delta,5915011,59,49.132875,-122.892594
Extendicare — Bonnyville,114,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T9N 2E8,bonnyville,ab,,Bonnyville,,48,,
Mid-Main Community Health Centre,1140,,Ambulatory health care services,Province of British Columbia,,3998,main street,V5V 3P2,vancouver,bc,3998 main street vancouver bc v5v 3p2,Vancouver,5915022,59,49.249493,-123.100611
Middleton House,1141,,Nursing and residential care facilities,Province of British Columbia,,10306,middleton dr,V1T 2K6,vernon,bc,10306 middleton dr vernon bc v1t 2k6,Coldstream,5937010,59,50.236328,-119.237596
Mile Zero Clinic,1142,,Ambulatory health care services,Province of British Columbia,,121-10200,8 street,V1G 3P8,dawson creek,bc,121-10200 8th street dawson creek bc v1g 3p8,Dawson Creek,5955014,59,55.757051,-120.222749
Milford,1143,,Nursing and residential care facilities,Province of British Columbia,,2575,milford rd,V9W 5H3,campbell river,bc,2575 milford rd campbell river bc v9w 5h3,Campbell River,5924034,59,49.9676849,-125.235307
Milford Home,1144,,Nursing and residential care facilities,Province of British Columbia,,10420,milford dr,V7A 4J7,richmond,bc,10420 milford dr richmond bc v7a 4j7,Richmond,5915015,59,49.139108,-123.1151772
Mill Lake Residence,1145,,Nursing and residential care facilities,Province of British Columbia,,33056,mill lake rd,V2S 2A3,abbotsford,bc,33056 mill lake rd abbotsford bc v2s 2a3,Abbotsford,5909052,59,49.0481178,-122.3077854
Millers Way,1147,,Nursing and residential care facilities,Province of British Columbia,,7710,15 ave,V3N 1W5,burnaby,bc,7710 15th ave burnaby bc v3n 1w5,Burnaby,5915025,59,49.220594,-122.935316
Millgrove Home,1148,,Nursing and residential care facilities,Province of British Columbia,,3028,millgrove st,V9A 1X5,victoria,bc,3028 millgrove st victoria bc v9a 1x5,Saanich,5917021,59,48.448569,-123.3931465
Mills Memorial Hospital,1149,general,Hospitals,Public Health Agency of Canada,,4720,haugland ave,V8G 2W7,terrace,bc,4720 haugland ave. terrace bc v8g 2w7,Terrace,5949011,59,54.510203,-128.596541
Extendicare — Cedars Villa,115,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3C 0E7,calgary,ab,,Calgary,,48,,
Mimi's House,1150,,Nursing and residential care facilities,Province of British Columbia,,1631,earlston ave,V8P 2Z6,victoria,bc,1631 earlston ave victoria bc v8p 2z6,Saanich,5917021,59,48.46396,-123.33049
Mina Care Home,1151,,Nursing and residential care facilities,Province of British Columbia,,1061,mina ave,V8Z 6P8,victoria,bc,1061 mina ave victoria bc v8z 6p8,Saanich,5917021,59,48.467004,-123.41149
Minoru Residence,1152,,Nursing and residential care facilities,Province of British Columbia,,7333,gollner ave,V6Y 1Y4,richmond,bc,7333 gollner ave richmond bc v6y 1y4,Richmond,5915015,59,49.16897,-123.15
Minto House,1153,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V0G 1R0,nakusp,bc,,Nakusp,,59,,
Mission Creek Landing Ltd.,1154,,Nursing and residential care facilities,Province of British Columbia,,3081,hall rd,V1W 2R5,kelowna,bc,3081 hall rd kelowna bc v1w 2r5,Kelowna,5935010,59,49.8715375,-119.4282439
Mission Hills Medical Clinic,1155,,Ambulatory health care services,Province of British Columbia,,107-32471,lougheed highway,V2V 0C8,mission,bc,107-32471 lougheed highway mission bc v2v 0c8,Mission,5909056,59,49.133002,-122.32574
Mission Medical Centre,1156,,Ambulatory health care services,Province of British Columbia,,102-3320,richter street,V1W 4V5,kelowna,bc,102-3320 richter street kelowna bc v1w 4v5,Kelowna,5935010,59,49.85784,-119.4897
Mission Memorial Hospital,1157,extended care,Hospitals,Public Health Agency of Canada,,7324,hurd st,V2V 3H5,mission,bc,7324 hurd st. mission bc v2v 3h5,Mission,5909056,59,49.1351173,-122.3326872
Monashee Mews,1158,,Nursing and residential care facilities,Province of British Columbia,,2165,norris ave,V0E 2G0,lumby,bc,2165 norris ave lumby bc v0e 2g0,Lumby,5937005,59,50.2498936,-118.9617267
Montgomery House,1159,,Nursing and residential care facilities,Province of British Columbia,,227,montgomery st,V3K 5E7,coquitlam,bc,227 montgomery st coquitlam bc v3k 5e7,Coquitlam,5915034,59,49.2368532,-122.8392463
Extendicare — Eaux Claires,116,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5Z 0G7,edmonton,ab,,Edmonton,,48,,
Moog and Friends Hospice House,1160,,Nursing and residential care facilities,Province of British Columbia,,1701,government st,V2A 8J7,penticton,bc,1701 government st penticton bc v2a 8j7,Penticton,5907041,59,49.481517,-119.575713
Morgan Place,1161,,Nursing and residential care facilities,Province of British Columbia,,3288,156a st,V3Z 9T1,surrey,bc,3288 156a st surrey bc v3z 9t1,Surrey,5915004,59,49.062332,-122.790069
Moss Rock Medical Centre,1162,,Ambulatory health care services,Province of British Columbia,,1282,fairfield road,V8V 4W3,victoria,bc,1282 fairfield road victoria bc v8v 4w3,Victoria,5917034,59,48.415738,-123.349207
Mount Ida Medical Centre,1163,,Ambulatory health care services,Province of British Columbia,,200,trans canada highway sw,V1E 1V4,salmon arm,bc,200 trans canada highway sw salmon arm bc v1e 1v4,Salmon Arm,5939032,59,50.699561,-119.287604
Mount Ida Mews,1164,,Nursing and residential care facilities,Province of British Columbia,,100,5 ave se,V1E 4H4,salmon arm,bc,100 5 ave se salmon arm bc v1e 4h4,Salmon Arm,5939032,59,50.696003,-119.28418
Mount Nelson Place,1165,,Nursing and residential care facilities,Province of British Columbia,,750,6 avenue,V0A 1K0,invermere,bc,750 6th avenue invermere bc v0a 1k0,Invermere,5901039,59,50.507667,-116.0282627
Mount Seymour Medical Clinic,1167,,Ambulatory health care services,Province of British Columbia,,333,seymour boulevard,V7J 2J4,north vancouver,bc,333 seymour boulevard north vancouver bc v7j 2j4,Seymour Creek 2,5915811,59,49.311582,-123.024409
Mount Seymour Parkway House,1168,,Nursing and residential care facilities,Province of British Columbia,,3403,mt seymour pkwy,V7H 1G4,north vancouver,bc,3403 mt seymour pkwy north vancouver bc v7h 1g4,North Vancouver,5915046,59,49.3153534,-122.9773545
Extendicare — Fort Macleod,117,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0L 0Z0,fort macleod,ab,,Fort Macleod,,48,,
Mount St. Mary Hospital,1170,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V8V 5A9,victoria,bc,,Victoria,,59,,
Mount Tolmie Hospital,1171,extended care,Nursing and residential care facilities,Public Health Agency of Canada,,3690,richmond rd,V8P 4R6,victoria,bc,3690 richmond rd. victoria bc v8p 4r6,Saanich,5917021,59,48.459924,-123.330454
Mountain Lake Seniors Community Ltd.,1172,,Nursing and residential care facilities,Province of British Columbia,,908,11 street,V1L 7A6,nelson,bc,908 11 street nelson bc v1l 7a6,Nelson,5903015,59,49.508215,-117.265992
Mountain View,1173,,Nursing and residential care facilities,Province of British Columbia,,470,middleton way,V1B 3Z7,vernon,bc,470 middleton way vernon bc v1b 3z7,Coldstream,5937010,59,50.2325339,-119.2424448
Mountain View Home,1174,,Nursing and residential care facilities,Province of British Columbia,,5133,boundary rd,V3G 2N4,abbotsford,bc,5133 boundary rd abbotsford bc v3g 2n4,Abbotsford,5909052,59,49.0955257,-122.0814539
Mountain View Lodge,1175,,Nursing and residential care facilities,Province of British Columbia,,951,murray street,V0K 1V0,lillooet,bc,951 murray street lillooet bc v0k 1v0,Lillooet,5931026,59,50.6892622,-121.9389613
Mountain View Lodge Complex & Long Term Care Unit,1176,,Nursing and residential care facilities,Province of British Columbia,,920,lahakas blvd,V8C 2S3,kitimat,bc,920 lahakas blvd kitimat bc v8c 2s3,Kitimat,5949005,59,54.050267,-128.65618
Mountain View Manor,1177,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V4K 3V6,delta,bc,,Delta,,59,,
Mountainview Group Home,1178,,Nursing and residential care facilities,Province of British Columbia,,4195,jingle pot rd,V9T 5P7,nanaimo,bc,4195 jingle pot rd nanaimo bc v9t 5p7,Nanaimo,5921007,59,49.206446,-124.02689
Mt. Cartier Court,1179,,Nursing and residential care facilities,Province of British Columbia,,1200,newlands rd,V0E 2S0,revelstoke,bc,1200 newlands rd revelstoke bc v0e 2s0,Revelstoke,5939019,59,50.977361,-118.191795
Extendicare — Hillcrest,118,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2N 1C1,calgary,ab,,Calgary,,48,,
Mulberry Place,1180,,Nursing and residential care facilities,Province of British Columbia,,2803,39 st,V1T 6J3,vernon,bc,2803 39 st vernon bc v1t 6j3,Vernon,5937014,59,50.2628808,-119.2869228
Mundy Street Residence,1181,,Nursing and residential care facilities,Province of British Columbia,,316,mundy st,V3K 5M4,coquitlam,bc,316 mundy st coquitlam bc v3k 5m4,Coquitlam,5915034,59,49.2400763,-122.8345635
Murals Medical Clinic,1182,,Ambulatory health care services,Province of British Columbia,,100-22314,fraser highway,V3A 8M6,langley,bc,100-22314 fraser highway langley bc v3a 8m6,Langley,5915001,59,49.090915,-122.606243
Murray House (p.d.s.c.l.),1183,,Nursing and residential care facilities,Province of British Columbia,,110,murray dr,V2A 7E4,penticton,bc,110 murray dr penticton bc v2a 7e4,Penticton,5907041,59,49.4684905,-119.5904134
Murrayville Manor,1184,,Nursing and residential care facilities,Province of British Columbia,,21616,46 ave,V3A 3J4,langley,bc,21616 46th ave langley bc v3a 3j4,Langley,5915001,59,49.085552,-122.624304
Muscroft House,1185,,Nursing and residential care facilities,Province of British Columbia,,4433,francis road,V7C 1J8,richmond,bc,4433 francis road richmond bc v7c 1j8,Richmond,5915015,59,49.148604,-123.1746239
Nanaimo Regional General Hospital,1186,general,Hospitals,Public Health Agency of Canada,,1200,dufferin cres,V9S 2B7,nanaimo,bc,1200 dufferin cres. nanaimo bc v9s 2b7,Nanaimo,5921007,59,49.1849979,-123.969295
Nanaimo Seniors Village,1187,,Nursing and residential care facilities,Province of British Columbia,,6085,uplands dr,V9V 1T8,nanaimo,bc,6085 uplands dr nanaimo bc v9v 1t8,Nanaimo,5921007,59,49.236311,-124.03886
Nancy Greene Way,1188,,Nursing and residential care facilities,Province of British Columbia,,5793,nancy greene way,V7R 4W4,north vancouver,bc,5793 nancy greene way north vancouver bc v7r 4w4,North Vancouver,5915046,59,49.3687958,-123.100531
Nazirah House,1189,,Nursing and residential care facilities,Province of British Columbia,,4560,imperial st,V5J 1B6,burnaby,bc,4560 imperial st burnaby bc v5j 1b6,Burnaby,5915025,59,49.2215495,-123.0007978
Extendicare — Holyrood,119,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6C 2T1,edmonton,ab,,Edmonton,,48,,
Nechako Center - Adult,1190,,Nursing and residential care facilities,Province of British Columbia,,1308,alward st,V2M 7B1,prince george,bc,1308 alward st prince george bc v2m 7b1,Prince George,5953023,59,53.9110183,-122.7663809
Nechako Medical Clinic,1191,,Ambulatory health care services,Province of British Columbia,,143-1600,15 avenue,V2L 3X3,prince george,bc,143-1600 15th avenue prince george bc v2l 3x3,Prince George,5953023,59,53.91085,-122.7588
Nelson Avenue,1192,,Nursing and residential care facilities,Province of British Columbia,,7077,nelson ave,V5J 4B9,burnaby,bc,7077 nelson ave burnaby bc v5j 4b9,Burnaby,5915025,59,49.2192139,-122.9945662
Nelson Avenue Residence,1193,,Nursing and residential care facilities,Province of British Columbia,,620,nelson ave,V1L 2N6,nelson,bc,620 nelson ave nelson bc v1l 2n6,Nelson,5903015,59,49.5042319,-117.2789603
Nelson Jubilee Manor,1194,,Nursing and residential care facilities,Province of British Columbia,,500,beasley street w,V1L 6G9,nelson,bc,500 beasley street west nelson bc v1l 6g9,Nelson,5903015,59,49.4795674,-117.2989961
Nelson Residence,1195,,Nursing and residential care facilities,Province of British Columbia,,5534,nelson avenue,V8A 4C8,powell river,bc,5534 nelson avenue powell river bc v8a 4c8,Powell River,5927008,59,49.8660534,-124.5253194
Neville House,1196,,Nursing and residential care facilities,Province of British Columbia,,5675,neville st,V5J 2J1,burnaby,bc,5675 neville st burnaby bc v5j 2j1,Burnaby,5915025,59,49.2141609,-122.9810592
New Britton House,1197,,Nursing and residential care facilities,Province of British Columbia,,7478,britton st,V3N 3A5,burnaby,bc,7478 britton st burnaby bc v3n 3a5,Burnaby,5915025,59,49.2168933,-122.9478861
New Greenwood Lodge,1198,,Nursing and residential care facilities,Province of British Columbia,,13227,96 ave,V3V 1Y5,surrey,bc,13227 96th ave surrey bc v3v 1y5,Surrey,5915004,59,49.177352,-122.856054
New Pitt Meadows Medical Clinic,1199,,Ambulatory health care services,Province of British Columbia,,12181,harris road,V3Y 2E9,pitt meadows,bc,12181 harris road pitt meadows bc v3y 2e9,Pitt Meadows,5915070,59,49.224038,-122.690225
Alberta Hospital Edmonton,12,psychiatric,Hospitals,Public Health Agency of Canada,,17480,fort rd,T5J 2J7,edmonton,ab,17480 fort rd. edmonton ab t5j 2j7,Edmonton,4811061,48,53.636387,-113.374023
Extendicare — Leduc,120,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T9E 6K6,leduc,ab,,Leduc,,48,,
New Vista Care Home i,1200,,Nursing and residential care facilities,Province of British Columbia,,7550,rosewood st,V5E 3Z3,burnaby,bc,7550 rosewood st burnaby bc v5e 3z3,Burnaby,5915025,59,49.224288,-122.945653
Newgen Medical Centre,1201,,Ambulatory health care services,Province of British Columbia,,104-6321,king george boulevard,V3X 1G1,surrey,bc,104-6321 king george boulevard surrey bc v3x 1g1,Surrey,5915004,59,49.117601,-122.845853
Newlands Residence,1202,,Nursing and residential care facilities,Province of British Columbia,,20935,51b ave,V3A 5W3,langley city,bc,20935 51b ave langley city bc v3a 5w3,Langley,5915002,59,49.0965714,-122.6436136
Newmarket Drive,1203,,Nursing and residential care facilities,Province of British Columbia,,2985,newmarket dr,V7R 2T7,north vancouver,bc,2985 newmarket dr north vancouver bc v7r 2t7,North Vancouver,5915046,59,49.3365841,-123.1026853
Newport House,1204,,Nursing and residential care facilities,Province of British Columbia,,37948,3 ave,V8B 0A7,squamish,bc,37948 3rd ave squamish bc v8b 0a7,Squamish,5931006,59,49.6982341,-123.156384
Ng Nair Place,1205,,Nursing and residential care facilities,Province of British Columbia,,23390,47 ave,V2Z 2S3,langley,bc,23390 47th ave langley bc v2z 2s3,Langley,5915001,59,49.085938,-122.575843
Nicola Lodge,1206,,Nursing and residential care facilities,Province of British Columbia,,2240,hawkins st,V3B 0M2,port coquitlam,bc,2240 hawkins st port coquitlam bc v3b 0m2,Port Coquitlam,5915039,59,49.255787,-122.737523
Nicola Valley Health Centre,1207,general,Hospitals,Public Health Agency of Canada,,3451,voght st,V1K 1C6,merritt,bc,3451 voght st. merritt bc v1k 1c6,Merritt,5933006,59,50.121172,-120.772629
Nigel House,1209,,Nursing and residential care facilities,Province of British Columbia,,846,nigel ave,V8X 4E5,victoria,bc,846 nigel ave victoria bc v8x 4e5,Saanich,5917021,59,48.4580708,-123.3729505
Extendicare — Mayerthorpe,121,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0E 1N0,mayerthorpe,ab,,Mayerthorpe,,48,,
Nikola Road Group Home,1210,,Nursing and residential care facilities,Province of British Columbia,,280,nikola rd,V9W 6H9,campbell river,bc,280 nikola rd campbell river bc v9w 6h9,Campbell River,5924034,59,50.01196,-125.28051
Ninety Fifth Avenue House,1211,,Nursing and residential care facilities,Province of British Columbia,,15293,95 ave,V3R 9C5,surrey,bc,15293 95th ave surrey bc v3r 9c5,Surrey,5915004,59,49.175215,-122.798434
Ninth Avenue Residence,1212,,Nursing and residential care facilities,Province of British Columbia,,2787,ninth ave,V9Y 2M6,port alberni,bc,2787 ninth ave port alberni bc v9y 2m6,Port Alberni,5923008,59,49.230356,-124.799
No. 5 Road Group Home,1213,,Nursing and residential care facilities,Province of British Columbia,,10731,no 5 road,V7A 4E6,richmond,bc,10731 no. 5 road richmond bc v7a 4e6,Richmond,5915015,59,49.1340512,-123.0926533
Nootka Street Residence,1214,,Nursing and residential care facilities,Province of British Columbia,,7050,nootka street,V8A 5E5,powell river,bc,7050 nootka street powell river bc v8a 5e5,Powell River,5927008,59,49.8209862,-124.5182516
